name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Florida do Areeiro,Areeiro,3.5,33,13 € for two people (approx.),13,Cash and Cards accepted,cuisine1,Portuguese
Estaleiro,Venda Nova,-,0,10 € for two people (approx.) with alcohol,10,Cash only,cuisine1,Drinks Only
Neri Nisa,Carnaxide,3.0,8,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Brindar 37,Corroios,3.5,8,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Café Mourinho,Rio de Mouro,3.3,7,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Tapisco,Príncipe Real,4.4,407,50 € for two people (approx.),50,Cash and Cards accepted,cuisine1,Petiscos
Spicy Restaurant & Grill,Intendente,3.9,51,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Indian
Oásis,Algés,3.3,4,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine1,Finger Food
A Brasinha,Malveira,3.3,4,20 € for two people (approx.),20,Cash only,cuisine1,BBQ
Santos Café,São Marcos,-,3,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
The Therapist,Alcântara,4.1,146,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Healthy Food
O Sargento,Cacém,3.7,38,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,BBQ
The Food Market,Oeiras e São Julião da Barra,3.5,11,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Village Club Meco,Aldeia do Meco,-,2,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
MaradeSonho,Pinhal Novo,-,1,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Casa dos Ovos Moles em Lisboa,Chiado,3.8,22,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine1,Cafe
Super 80,Queluz,3.3,14,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
La Pausa Restaurante,Olivais,-,3,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Huni,São Domingos de Benfica,3.0,1,12 € for two people (approx.),12,Cash only,cuisine1,Finger Food
Bollywood Tadka,Algés,3.7,34,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Indian
Farah's Tandoori,Carcavelos,3.9,68,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Indian
Social B,Cais do Sodré,3.6,9,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Estaminé - Art Food Drink,Graça,3.7,14,20 € for two people (approx.),20,Cash only,cuisine1,Tapas
Marinha Guincho,Malveira da Serra,3.7,20,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Mediterranean
Espigas,Azóia,3.4,5,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine1,Cafe
O Catraio,Montijo Centro,3.7,26,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine1,Portuguese
Botânicas Tapas & Petiscos,Setubal Centro,3.8,35,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Petiscos
Villa Maçã - Sushi,Colares,3.5,13,40 € for two people (approx.),40,Debit Cards accepted,cuisine1,Sushi
Tubo Bar,Ericeira,3.8,32,15 € for two people (approx.) with alcohol,15,Cash only,cuisine1,Drinks Only
Kalika Café,Alcântara,-,1,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Alaska,Paço de Arcos,3.3,6,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
O Petisco,Moscavide,3.1,3,12 € for two people (approx.),12,Cash only,cuisine1,Finger Food
Flôr do Mirante,Ajuda,3.2,0,5 € for two people (approx.),5,Cash and Debit Cards accepted,cuisine1,Finger Food
Rosas do Minho,Belas,3.1,1,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Confeitaria de Portugal,Lumiar,3.5,8,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Bicaense Butchers,Bica,3.7,29,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Steak
Ginginha Popular,Rossio,3.1,22,10 € for two people (approx.),10,Cash only,cuisine1,Finger Food
Pão.Come,Telheiras,2.9,5,10 € for two people (approx.),10,Cash only,cuisine1,Cafe
Roma Restaurante,Alvalade,2.8,15,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Caseiro,Belém,3.1,19,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Portuguese
Blu - Hotel Marquês de Pombal,Avenida da Liberdade,3.4,3,45 € for two people (approx.),45,Cash and Cards accepted,cuisine1,Portuguese
Toma Lá Dá Cá,Bica,4.1,234,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Portuguese
Gandhi Palace,Cascais Centro,4.0,69,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Indian
A Gata,Marvila,3.2,0,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Café Campo Grande,Campo Grande,-,3,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Odalisca,São Domingos de Benfica,2.9,7,15 € for two people (approx.),15,Cash only,cuisine1,Cafe
Guanabara,Rato,3.1,2,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Frascati,Marquês de Pombal,2.8,14,50 € for two people (approx.),50,Cash and Debit Cards accepted,cuisine1,Italian
Sinal Verde,Odivelas Centro,3.4,5,14 € for two people (approx.),14,Cash and Debit Cards accepted,cuisine1,Portuguese
Ideal Cruz de Pedra,São João,3.3,8,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Sopa da Avó,Sintra Centro,3.7,28,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
Tasco do António,Mouraria,3.2,1,12 € for two people (approx.),12,Cash only,cuisine1,Portuguese
Varandas do Jamor,Queluz,3.0,4,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Claket Caffé,Telheiras,-,1,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
O Minhoto,Bairro Alto,2.7,66,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Royale,Torres Vedras Centro,-,2,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Feito ó Bife,Mafra Centro,3.7,25,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Portuguese
Restaurante Tradicional Português,Baixa,-,0,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Doce Maria,Lumiar,3.3,13,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
V Café,Moscavide,3.1,1,10 € for two people (approx.),10,Cash only,cuisine1,Finger Food
Galhardo,Penha de França,2.9,5,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Adega das Laranjeiras,São Domingos de Benfica,3.5,12,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Pastelaria Snack - Bar da Rute,Algés,3.5,9,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Restaurante Falstaff - Vila Galé Ópera,Alcântara,3.7,17,60 € for two people (approx.),60,Cash and Cards accepted,cuisine1,Italian
Vertigo,Chiado,2.9,10,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Paufifer,Brandoa,-,2,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Cozinha d'Avó,Cacém,-,2,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
Pastelaria Vanda,Damaia,3.1,6,15 € for two people (approx.),15,Cash only,cuisine1,Cafe
Restaurante Rosa & Wine,Bairro Alto,3.5,8,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
À Mesa na Recosta,Barreiro Centro,-,1,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Mei Si Cheng,Sintra Centro,3.6,27,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Chinese
O Praxedes,Setubal Centro,3.4,9,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
O Gomes,Venda Nova,3.1,13,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Esquina da Fé,Pena,4.0,96,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
Jardim das Cerejas Vegan,Marquês de Pombal,3.8,73,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Vegetarian
Patio Da Penha,Penha de França,-,1,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
São José,Mem Martins,-,1,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Taberna Manuel da Gorda,Caparica,4.1,99,23 € for two people (approx.),23,Cash and Cards accepted,cuisine1,Petiscos
Cozinha à Brás,Amoreiras,3.5,42,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
City Bar - Holiday Inn Lisbon Continental,Entrecampos,3.3,3,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine1,Finger Food
Três Bikas,Oeiras e São Julião da Barra,3.3,3,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
River Lounge Bar - Myriad by SANA Hotels,Parque das Nações,4.3,149,40 € for two people (approx.) with alcohol,40,Cash and Cards accepted,cuisine1,Beverages
Cantinho da Mafalda,Entrecampos,3.4,4,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Restaurante Pôr-do-Sol,Odivelas Centro,3.5,7,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
Retiro dos Caçadores,Mem Martins,3.7,23,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Portuguese
Tagarela Snack,Almada Centro,-,0,15 € for two people (approx.),15,Cash only,cuisine1,Finger Food
Romeu,Almada Centro,3.7,25,12 € for two people (approx.),12,Cash and Cards accepted,cuisine1,Cafe
Esquina do Tabuinhas,Sacavém,3.3,4,6 € for two people (approx.),6,Cash only,cuisine1,Portuguese
Pier 94,São Marcos,3.9,50,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Italian
Teiota,Benfica,3.2,2,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Portuguese
Gin Lovers Bar & Restaurant,Príncipe Real,4.5,508,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Author
Casa dos Caracóis,Almada Centro,-,0,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Petiscos
Café Gelo,Rossio,2.4,80,6 € for two people (approx.),6,Cash and Cards accepted,cuisine1,Cafe
Restaurante Beira Rio,Almada Centro,3.1,6,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Petiscos
Café Nina,Cacém,3.0,2,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Casa do Lago,Abrunheira,3.8,25,15 € for two people (approx.),15,Debit Cards accepted,cuisine1,Cafe
Gorisousa,Anjos,3.0,1,10 € for two people (approx.),10,Cash only,cuisine1,Cafe
Café Adriano's,Cacém,3.0,2,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
Legumi Sushi Vegan,Graça,3.9,95,40 € for two people (approx.),40,Cash only,cuisine1,Vegetarian
O Torrão,Moscavide,3.7,30,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Portuguese
A Central de Queijas,Queijas,3.6,17,25 € for two people (approx.),25,Cash only,cuisine1,Portuguese
Com Sabor A Café,Venteira,3.0,11,6 € for two people (approx.),6,Cash and Cards accepted,cuisine1,Cafe
Frangos do Rei,Lumiar,4.0,55,20 € for two people (approx.),20,Cash only,cuisine1,BBQ
J'aime Bar,Massamá,3.8,80,12 € for two people (approx.) with alcohol,12,Cash only,cuisine1,Drinks Only
Tantura,Bairro Alto,4.4,410,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Mediterranean
Cantinho do Benformoso,Mouraria,3.2,0,8 € for two people (approx.) with alcohol,8,Cash only,cuisine1,Drinks Only
Folha de Louro,Odivelas Centro,-,1,14 € for two people (approx.),14,Cash only,cuisine1,Portuguese
Palmeira,Rio de Mouro,3.1,3,15 € for two people (approx.),15,Cash only,cuisine1,Portuguese
Dongbei,Marquês de Pombal,3.4,5,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Chinese
Café Plaza - Hotel Lisboa Plaza,Avenida da Liberdade,3.2,0,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Portuguese
SushiBoy & NoodlesGirl,Parque das Nações,2.6,109,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Sushi
Siam Square,Saldanha,4.3,432,35 € for two people (approx.),35,Cash and Cards accepted,cuisine1,Thai
O Delice,Alvalade,-,0,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine1,Finger Food
Flor de São José,Avenida da Liberdade,3.0,7,16 € for two people (approx.),16,Cash and Debit Cards accepted,cuisine1,Portuguese
Horizonte - Tryp Lisboa Caparica Mar Hotel,Costa da Caparica,3.4,4,45 € for two people (approx.),45,Cash and Cards accepted,cuisine1,Author
Cantinho da Amizade,Colares,3.3,1,12 € for two people (approx.),12,Cash only,cuisine1,Finger Food
Bela Pizza,Montijo Centro,4.0,79,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Pizza
Terraços Caffé,Sacavém,-,2,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Assalto ao Tacho,Moita Centro,3.5,10,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Spaghetti Terrace,Santa Cruz,-,2,30 € for two people (approx.) with alcohol,30,Cash only,cuisine1,Beverages
Café Copacabana,Venteira,-,0,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Heim Cafe,Santos,4.6,"1,542",20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Cafe
Tinoco,Cais do Sodré,3.6,23,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
Atlântico,Costa da Caparica,3.8,26,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Cantina Trajouce,Rio de Mouro,3.5,10,20 € for two people (approx.),20,Cash and Cards accepted,cuisine1,Portuguese
Caipirinha,Parede,3.3,3,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
O Cabaz,Lapa-Estrela,3.2,0,15 € for two people (approx.),15,Debit Cards accepted,cuisine1,Finger Food
Lisboa Cheia de Graça,Bairro Alto,3.5,11,24 € for two people (approx.),24,Cash only,cuisine1,Portuguese
Cave,Bairro Alto,3.6,16,10 € for two people (approx.) with alcohol,10,Cash and Cards accepted,cuisine1,Beverages
Café Ganchinhos,Beato,-,0,6 € for two people (approx.),6,Cash only,cuisine1,Finger Food
Refúgio dos Sabores,Entrecampos,-,3,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Portuguese
Pastelaria Castelo Branco,Sacavém,-,3,6 € for two people (approx.),6,Cash only,cuisine1,Cafe
Checala,São João do Estoril,-,1,6 € for two people (approx.),6,Cash only,cuisine1,Petiscos
Cervetoria Craft Beer Pub,Arroios,4.1,247,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,cuisine1,Finger Food
Daniel O Beirão,Beato,3.1,0,20 € for two people (approx.),20,Cash only,cuisine1,Portuguese
Debicar,Baixa da Banheira,3.5,18,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine1,Seafood
Santiago Cafetaria,Carnide,3.4,11,12 € for two people (approx.),12,Cash only,cuisine1,Cafe
Bifana Maria,Campo Grande,-,1,20 € for two people (approx.),20,Cash only,cuisine1,Finger Food
Leitaria Saudade,Lapa-Estrela,2.9,6,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Portuguese
Pizzeria Mamma Mia,Santa Cruz,4.1,190,30 € for two people (approx.),30,Cash and Cards accepted,cuisine1,Pizza
Taska d'Olival,Póvoa de Santo Adrião,-,1,8 € for two people (approx.),8,Cash only,cuisine1,Petiscos
Pau de Canela,Cascais Centro,3.6,22,15 € for two people (approx.),15,Cash and Cards accepted,cuisine1,Cafe
Buga,Porto Salvo,3.4,14,10 € for two people (approx.),10,Cash and Cards accepted,cuisine1,Portuguese
After Music Bar,Telheiras,3.8,72,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine1,Beverages
Cascais Remo,Avenida da Liberdade,3.8,49,40 € for two people (approx.),40,Cash and Cards accepted,cuisine1,Portuguese
Redes do Tejo,Barcarena,-,1,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Flor do Minho,Queluz,3.6,12,30 € for two people (approx.),30,Cash only,cuisine1,Portuguese
O Moço dos Croissants,Campo de Ourique,4.0,182,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Sirijana,Parque das Nações,3.8,58,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine1,Indian
Truta e Meia,Alvalade,3.2,1,8 € for two people (approx.),8,Cash only,cuisine1,Finger Food
Boutique Doce,Lapa-Estrela,3.7,19,15 € for two people (approx.),15,Cash only,cuisine1,Cafe
Doces D'Villa,São Brás,3.3,7,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Bakery
Bom Dia Portugal,Damaia,-,2,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Luar de Prata,Pontinha,3.4,5,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Taberna do Leitão,Sé,-,3,8 € for two people (approx.) with alcohol,8,Cash only,cuisine1,Beverages
Feliciano,São João da Talha,3.9,37,26 € for two people (approx.),26,Cash and Debit Cards accepted,cuisine1,Portuguese
O Marreta,Costa da Caparica,3.5,18,30 € for two people (approx.),30,Cash only,cuisine1,Fresh Fish
Pastelaria Florença,Reboleira,3.2,16,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,Cafe
Wood'in,Massamá,4.0,130,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,cuisine1,Cafe
Cerqueira,Pena,3.7,39,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
Dom Café,São João das Lampas,-,1,8 € for two people (approx.),8,Cash only,cuisine1,Cafe
BB Grill Churrasqueira,Queluz,3.6,20,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine1,BBQ
Solar da Torrinha,Alta de Lisboa,-,0,12 € for two people (approx.),12,Cash only,cuisine1,Portuguese
Café Pérola,Cascais Centro,-,0,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine1,Cafe
Zínia,Algés,3.7,34,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine1,Portuguese
A Viela do Fado,Alfama,3.6,12,50 € for two people (approx.),50,Cash only,cuisine1,Portuguese
Grelha da Barra,Oeiras e São Julião da Barra,4.3,196,25 € for two people (approx.),25,Cash and Cards accepted,cuisine1,Transmontana
